ホテル・旅館名,住所・エリア名,最低価格,レビュー評価,詳細リンク
相鉄フレッサイン 東新宿駅前,相鉄フレッサイン 東新宿駅前,"2名税込11,858円〜",東新宿駅より徒歩1分の利便性、にぎわいの街「新宿歌舞伎町」のすぐ隣りにある静寂なホテル。ビジネス・観光の拠点に最適。,https://www.ikyu.com/00080262/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈上野 稲荷町駅北〉,アパホテル〈上野 稲荷町駅北〉,"2名税込7,200円〜",評価なし,https://www.ikyu.com/00081731/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン新橋烏森口,相鉄フレッサイン新橋烏森口,ポイント2%（342円分）獲得,マリオットの最高級ラグジュアリーライフスタイルホテル「エディション」の東京第二号店として、東京エディション銀座が誕生。高級ブランドやブティック、ミシュランの星付きレストランや老舗店が立ち並ぶ中央通りから至近の絶好のロケーションに位置しながら、洗練されたデザインと最高級のサービス、そして極上のダイニングとエンターテイメントをご提供いたします。創設者・イアン・シュレーガーの理念のもと、世界的建築家・隈研吾氏が創り上げた空間には、10室のスイートを含む全85室のゲストルームをはじめ、ロビーバーやルーフトップバー、日本で唯一のパンチにフォーカスしたカクテルバーやモダンブラッスリーなど、ユニークな4つのレストラン＆バーほか、最先端マシンを揃えたジムも完備。東京エディション銀座を旅の拠点に、真のラグジュアリーを味わう特別なひとときをご体験ください。,https://www.ikyu.com/00080263/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈浅草橋駅前〉,アパホテル〈浅草橋駅前〉,"2名税込8,100円〜",評価なし,https://www.ikyu.com/00082444/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈浅草駅前〉（全室禁煙）,アパホテル〈浅草駅前〉（全室禁煙）,"2名税込7,650円〜",評価なし,https://www.ikyu.com/00081584/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈三田駅前〉,アパホテル〈三田駅前〉,"2名税込9,016円〜",評価なし,https://www.ikyu.com/00080829/?discsort=1&lc=1&ppc=2&rc=1&st=1
アーバイン東京・羽田 蒲田,アーバイン東京・羽田 蒲田,"2名税込7,840円〜",JR蒲田駅徒歩3分の好立地でビジネス・観光など活動拠点として最適！2013年7月フルリニューアルいたしました！羽田空港・横浜・品川・東京ディズニーランド®にもアクセス至便！客室内は全室有線LAN・Wi-Fi接続無料、女性のお客様にはチェックイン時アメニティプレゼント。アーバインホテルは、1ランク上のビジネスホテルをテーマに落ち着いた寛ぎのスペースをご提供致します。,https://www.ikyu.com/00080933/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈秋葉原駅電気街口〉,アパホテル〈秋葉原駅電気街口〉,"2名税込12,348円〜",評価なし,https://www.ikyu.com/00081391/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈飯田橋駅南〉,アパホテル〈飯田橋駅南〉,"2名税込8,100円〜",評価なし,https://www.ikyu.com/00081408/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン 大門駅前,相鉄フレッサイン 大門駅前,"2名税込15,092円〜",JR 山手線・京浜東北線 浜松町駅、東京モノレール 浜松町駅、都営浅草線・大江戸線 大門駅、都営三田線 芝公園駅と複数駅から徒歩圏内。羽田空港からのアクセスも良く、都内主要ビジネスエリアはもちろん、観光の拠点としても便利です。全室禁煙、全館 Wi-Fi 対応、全室シーリー社製ベッドを設置。テレビにはネット動画配信サービスのアプリがインストールされており、対象サービスのアカウントをお持ちのお客様はログインしてご視聴いただけます。また、全館浄水システム「良水工房」を導入。触れてやさしく、飲むと美味しいお水を是非ご体験ください。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。,https://www.ikyu.com/00082364/?discsort=1&lc=1&ppc=2&rc=1&st=1
天然温泉 奥湯河原の湯 スーパーホテルPremier秋葉原,天然温泉 奥湯河原の湯 スーパーホテルPremier秋葉原,"2名税込15,642円〜",評価なし,https://www.ikyu.com/00081897/?discsort=1&lc=1&ppc=2&rc=1&st=1
KOKO HOTEL 新橋御成門（旧 ホテルウィング新橋御成門）,KOKO HOTEL 新橋御成門（旧 ホテルウィング新橋御成門）,"2名税込9,604円〜",評価なし,https://www.ikyu.com/00081810/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈秋葉原末広町駅前〉（電気街）,アパホテル〈秋葉原末広町駅前〉（電気街）,"朝食付2名税込8,352円〜",評価なし,https://www.ikyu.com/00082600/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ上野稲荷町,ホテルマイステイズ上野稲荷町,"2名税込9,384円〜",全室ミニキッチン付。上野・浅草・スカイツリー（R）観光の拠点にも最適,https://www.ikyu.com/00080999/?discsort=1&lc=1&ppc=2&rc=1&st=1
トーセイホテル ココネ上野御徒町,トーセイホテル ココネ上野御徒町,"2名税込14,112円〜",評価なし,https://www.ikyu.com/00082162/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈蒲田駅東〉,アパホテル〈蒲田駅東〉,"2名税込7,742円〜",空の玄関口、羽田空港から直通の京急蒲田駅から徒歩5分！JR蒲田駅からも徒歩5分、両駅利用で好立地。羽田空港や都心・横浜方面まで好アクセスの蒲田でビジネス・観光の拠点にぜひご利用くださいませ。全室Wifi無料・全室アパオリジナルベッド「クラウドフィット」導入で快適にお過ごしくださいませ。朝食は、レストラン「和バルGin」にて自慢の焼きたてブレッドが好評です！一日の活力にぜひお召し上がりくださいませ。,https://www.ikyu.com/00081525/?discsort=1&lc=1&ppc=2&rc=1&st=1
アルモントホテル日暮里,アルモントホテル日暮里,"2名税込12,054円〜",評価なし,https://www.ikyu.com/00082254/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈日本橋 馬喰横山駅前〉,アパホテル〈日本橋 馬喰横山駅前〉,"2名税込7,650円〜",評価なし,https://www.ikyu.com/00082065/?discsort=1&lc=1&ppc=2&rc=1&st=1
NOHGA HOTEL UENO TOKYO（ノーガホテル上野東京）,東京都・上野,"2名税込47,728円〜",評価なし,https://www.ikyu.com/00002562/?discsort=1&lc=1&ppc=2&rc=1&st=1
東京エディション銀座,東京都・中央区,"ポイント2%（2,782円分）獲得",マリオットの最高級ラグジュアリーライフスタイルホテル「エディション」の東京第二号店として、東京エディション銀座が誕生。高級ブランドやブティック、ミシュランの星付きレストランや老舗店が立ち並ぶ中央通りから至近の絶好のロケーションに位置しながら、洗練されたデザインと最高級のサービス、そして極上のダイニングとエンターテイメントをご提供いたします。創設者・イアン・シュレーガーの理念のもと、世界的建築家・隈研吾氏が創り上げた空間には、10室のスイートを含む全85室のゲストルームをはじめ、ロビーバーやルーフトップバー、日本で唯一のパンチにフォーカスしたカクテルバーやモダンブラッスリーなど、ユニークな4つのレストラン＆バーほか、最先端マシンを揃えたジムも完備。東京エディション銀座を旅の拠点に、真のラグジュアリーを味わう特別なひとときをご体験ください。,https://www.ikyu.com/00003131/?discsort=1&lc=1&ppc=2&rc=1&st=1
HOTEL K5,東京都・日本橋,"2名税込50,825円〜",評価なし,https://www.ikyu.com/00002752/?discsort=1&lc=1&ppc=2&rc=1&st=1
イビススタイルズ東京銀座East,イビススタイルズ東京銀座East,ポイント2%（342円分）獲得,評価なし,https://www.ikyu.com/00082514/?discsort=1&lc=1&ppc=2&rc=1&st=1
ファーイーストビレッジホテル東京浅草,ファーイーストビレッジホテル東京浅草,"2名税込48,240円〜",ＪＲ浜松町駅南口改札より徒歩８分。東京でのビジネス・観光での拠点となる、ＪＲ浜松町近くの好立地な場所にあるホテルです。羽田空港へのアクセスにとても便利！バスルームとトイレがセパレートです。,https://www.ikyu.com/00082502/?discsort=1&lc=1&ppc=2&rc=1&st=1
&Here SHINJUKU,&Here SHINJUKU,"2名税込32,670円〜",評価なし,https://www.ikyu.com/00082662/?discsort=1&lc=1&ppc=2&rc=1&st=1
TRUNK(HOTEL) CAT STREET,東京都・渋谷,"2名税込62,482円〜",評価なし,https://www.ikyu.com/00002421/?discsort=1&lc=1&ppc=2&rc=1&st=1
オールデイプレイス渋谷（all day place shibuya）,オールデイプレイス渋谷（all day place shibuya）,"2名税込34,880円〜",評価なし,https://www.ikyu.com/00082383/?discsort=1&lc=1&ppc=2&rc=1&st=1
浅草楓,浅草楓,"朝食付2名税込21,756円〜",評価なし,https://www.ikyu.com/00082389/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルアマネク浅草駅前,ホテルアマネク浅草駅前,"2名税込11,932円〜",評価なし,https://www.ikyu.com/00082409/?discsort=1&lc=1&ppc=2&rc=1&st=1
KOKO HOTEL Residence 浅草かっぱ橋,KOKO HOTEL Residence 浅草かっぱ橋,"2名税込20,482円〜",評価なし,https://www.ikyu.com/00082489/?discsort=1&lc=1&ppc=2&rc=1&st=1
KOKO HOTEL Residence 浅草田原町,KOKO HOTEL Residence 浅草田原町,"2名税込25,578円〜",4～6名でご宿泊いただける、ゆったりとした客室が魅力のホテル。長期滞在にも便利な洗濯乾燥機や調理器具・キッチン設備を完備しており、我が家のようにおくつろぎいただけます。ご家族やご友人などグループでのご宿泊にぴったりのホテルです。浅草寺を始め、浅草の様々な観光地も徒歩圏内であり、観光の拠点としても便利な立地です。,https://www.ikyu.com/00082445/?discsort=1&lc=1&ppc=2&rc=1&st=1
センターホテル東京,センターホテル東京,"2名税込16,170円〜",JR東京駅八重洲北口より徒歩約10分、東京メトロ日本橋駅、茅場町駅からも 徒歩約5分の距離に位置し、ビジネスおよび観光の拠点として最適なロケーションです。この度2025年10月に全客室をリニューアルオープンいたしました。シックなインテリアを基調としたセンターホテル東京で安らぎのひとときをお過ごしください。,https://www.ikyu.com/00082723/?discsort=1&lc=1&ppc=2&rc=1&st=1
コートヤード・マリオット 銀座東武ホテル,東京都・銀座六丁目,ポイント2%（960円分）獲得,評価なし,https://www.ikyu.com/00000136/?discsort=1&lc=1&ppc=2&rc=1&st=1
GRAND MONday 銀座,GRAND MONday 銀座,"2名税込48,320円〜",評価なし,https://www.ikyu.com/00082669/?discsort=1&lc=1&ppc=2&rc=1&st=1
ビスポークホテル新宿,ビスポークホテル新宿,"2名税込20,600円〜",評価なし,https://www.ikyu.com/00081929/?discsort=1&lc=1&ppc=2&rc=1&st=1
634CondoShinjuku,634CondoShinjuku,"2名税込42,924円〜",評価なし,https://www.ikyu.com/00051355/?discsort=1&lc=1&ppc=2&rc=1&st=1
トーセイホテル ココネ浅草蔵前,トーセイホテル ココネ浅草蔵前,"2名税込10,780円〜",評価なし,https://www.ikyu.com/00082163/?discsort=1&lc=1&ppc=2&rc=1&st=1
モクシー東京錦糸町（マリオットグループ）,モクシー東京錦糸町（マリオットグループ）,ポイント2%（584円分）獲得,JR・東京メトロ錦糸町駅から徒歩5分、マリオットが展開するスタイリッシュで遊び心満載のライフスタイルホテルです。羽田空港や東京ディズニーリゾートへは錦糸町駅からシャトルバスが運行しており、鉄道や空路での移動や主要観光地へも好アクセス。ビジネスでのご滞在はもちろん、浅草や墨田への観光の拠点としても最適です。コンパクトな客室には、折り畳みデスク＆チェア、50インチのLEDテレビ、USBポート、レインシャワー付きのバスルーム、ヘアドライヤーや無料のバスアメニティなどを完備。また、シモンズ製マットレスを採用し、寝心地にもこだわりました。館内には24時間営業のラウンジ、ジム、ワークスペース、コインランドリーなどがあり、ホテルステイの快適さを保ちつつ、他の旅行者やクルーたちとの交流もお楽しみいただけます。もちろん、WiFiはいつでも、どこでもご利用いただけます。,https://www.ikyu.com/00081405/?discsort=1&lc=1&ppc=2&rc=1&st=1
